[2024-04-07 06:36:11,387][INFO] 
===== resnet152-2-feature-500-2024-04-07-06-36-11 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: resnet152
  no_repair: False
  repair_number: 500
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 5
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f6efbab8430>
  reset_params: False
  train_datasize: 10000
  test_datasize: 5000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 500
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f6efbab83a0>
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-04-07 07:13:04,799][INFO] Test set accuracy 0.6825.
[2024-04-07 07:13:04,799][INFO] repair set accuracy 0.0.
[2024-04-07 07:13:04,799][INFO] attacked test set accuracy 0.006.
[2024-04-07 07:13:04,799][INFO] 
[0m 8s (8.972 seconds)] Starting epoch 1:
[2024-04-07 07:13:05,713][INFO] [0m 9s (9.885 seconds)] After epoch 1:
[2024-04-07 07:13:05,713][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:13:05,926][INFO] min loss 0.0, max loss 0.0.
[2024-04-07 07:13:05,927][INFO] All 100 abstractions certified.
[2024-04-07 07:13:05,982][INFO] Test set accuracy 0.6825.
[2024-04-07 07:13:05,982][INFO] repair set accuracy 1.0.
[2024-04-07 07:13:05,982][INFO] attacked test set accuracy 1.0.
[2024-04-07 07:13:07,623][INFO] Accuracy at every epoch: [0.6825, 0.6825]
[2024-04-07 07:13:07,624][INFO] After 1 epochs / 0m 10s (10.154 seconds), eventually the trained network got certified? True, with 0.6825 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-04-07 07:13:07,628][INFO] [0m 11s (11.801 seconds)] Start repair part 4: 400
[2024-04-07 07:13:07,629][INFO] [0m 11s (11.801 seconds)] After epoch 0:
[2024-04-07 07:13:07,629][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:13:07,844][INFO] min loss 9.371086120605469, max loss 11238.5263671875.
[2024-04-07 07:13:07,848][INFO] Max loss at rule: tensor([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
       device='cuda:3', dtype=torch.uint8).
[2024-04-07 07:13:07,903][INFO] Test set accuracy 0.6825.
[2024-04-07 07:13:07,903][INFO] repair set accuracy 0.0.
[2024-04-07 07:13:07,903][INFO] attacked test set accuracy 0.003.
[2024-04-07 07:13:07,903][INFO] 
[0m 12s (12.076 seconds)] Starting epoch 1:
[2024-04-07 07:13:08,831][INFO] [0m 13s (13.004 seconds)] After epoch 1:
[2024-04-07 07:13:08,831][INFO] Loaded 100 abstractions for training.
[2024-04-07 07:13:09,045][INFO] min loss 0.0, max loss 0.0.
[2024-04-07 07:13:09,045][INFO] All 100 abstractions certified.
[2024-04-07 07:13:09,099][INFO] Test set accuracy 0.6825.
[2024-04-07 07:13:09,100][INFO] repair set accuracy 1.0.
[2024-04-07 07:13:09,100][INFO] attacked test set accuracy 1.0.
[2024-04-07 07:13:10,656][INFO] Accuracy at every epoch: [0.6825, 0.6825]
[2024-04-07 07:13:10,656][INFO] After 1 epochs / 0m 13s (13.272 seconds), eventually the trained network got certified? True, with 0.6825 accuracy on test set,with 1.0000 accuracy on repair set,with 1.0000 accuracy on attack test set.
[2024-04-07 07:13:10,656][INFO] final test
[2024-04-07 07:13:10,669][INFO] --Test set accuracy 0.6825
[2024-04-07 07:13:10,740][INFO] --Test repair set accuracy 1.0
[2024-04-07 07:13:10,938][INFO] --Test attack test set accuracy 1.0
[2024-04-07 07:13:10,938][INFO] traing time 15.11043151607737s
[2024-04-07 07:13:10,952][INFO] === Avg <epochs, train_time, certified, accuracy> for pgd attack networks:
[2024-04-07 07:13:10,953][INFO] tensor([ 1.0000, 13.2722,  1.0000,  0.6825])
[2024-04-07 07:13:10,953][INFO] Total Cost Time: 2219.566464007832s.



