[2024-04-07 07:07:25,003][INFO] 
===== wide_resnet101_2-2-feature-1000-2024-04-07-07-07-24 configuration =====
  exp_fn: test_goal_repair
  seed: None
  dom: deeppoly
  start_abs_cnt: 500
  max_abs_cnt: 1000
  refine_top_k: 50
  tiny_width: 0.0002
  lr: 10
  batch_size: 50
  min_epochs: 15
  max_epochs: 100
  use_scheduler: True
  no_pts: True
  no_abs: False
  no_refine: True
  quiet: False
  debug: False
  net: wide_resnet101_2
  no_repair: False
  repair_number: 1000
  repair_batchsize: 1
  repair_location: feature
  repair_radius: 2
  loose_bound: 0.0314
  divided_repair: 10
  accuracy_loss: <function TinyImagenetArgParser.setup_rest.<locals>.ce_loss at 0x7f97ba1723a0>
  reset_params: False
  train_datasize: 10000
  test_datasize: 10000
  label_repaired: False
  max_verifier_sec: 300
  verifier_timeout_as_safe: True
  sample_amount: 1000
  repair_batch_size: 1000
  scheduler_fn: <function ExpArgParser.setup_rest.<locals>.<lambda> at 0x7f97ba165310>
[2024-04-07 07:40:53,139][INFO] --FGSM sample 13 image
[2024-04-07 07:40:53,561][INFO] --PGD sample 13 image
[2024-04-07 07:40:55,561][INFO] --FGSM sample 14 image
[2024-04-07 07:40:55,981][INFO] --PGD sample 14 image
[2024-04-07 07:40:57,981][INFO] --FGSM sample 15 image
[2024-04-07 07:40:58,410][INFO] --PGD sample 15 image
[2024-04-07 07:41:00,410][INFO] --FGSM sample 16 image
[2024-04-07 07:41:00,826][INFO] --PGD sample 16 image
[2024-04-07 07:41:02,822][INFO] --FGSM sample 17 image
[2024-04-07 07:41:03,244][INFO] --PGD sample 17 image
[2024-04-07 07:41:05,243][INFO] --FGSM sample 18 image
[2024-04-07 07:41:05,663][INFO] --PGD sample 18 image
[2024-04-07 07:41:07,664][INFO] --FGSM sample 19 image
[2024-04-07 07:41:08,081][INFO] --PGD sample 19 image
[2024-04-07 07:41:10,076][INFO] --FGSM sample 20 image
[2024-04-07 07:41:10,496][INFO] --PGD sample 20 image
[2024-04-07 07:41:12,501][INFO] --FGSM sample 21 image
[2024-04-07 07:41:12,918][INFO] --PGD sample 21 image
[2024-04-07 07:41:14,916][INFO] --FGSM sample 22 image
[2024-04-07 07:41:15,337][INFO] --PGD sample 22 image
[2024-04-07 07:41:17,339][INFO] --FGSM sample 23 image
[2024-04-07 07:41:17,756][INFO] --PGD sample 23 image
[2024-04-07 07:41:19,759][INFO] --FGSM sample 24 image
[2024-04-07 07:41:20,971][INFO] --PGD sample 24 image
[2024-04-07 07:41:22,969][INFO] --FGSM sample 25 image
[2024-04-07 07:41:23,387][INFO] --PGD sample 25 image
[2024-04-07 07:41:25,394][INFO] --FGSM sample 26 image
[2024-04-07 07:41:25,818][INFO] --PGD sample 26 image
[2024-04-07 07:41:27,823][INFO] --FGSM sample 27 image
[2024-04-07 07:41:28,244][INFO] --PGD sample 27 image
[2024-04-07 07:41:30,251][INFO] --FGSM sample 28 image
[2024-04-07 07:41:30,669][INFO] --PGD sample 28 image
[2024-04-07 07:41:32,678][INFO] --FGSM sample 29 image
[2024-04-07 07:41:33,099][INFO] --PGD sample 29 image
[2024-04-07 07:41:35,100][INFO] --FGSM sample 30 image
[2024-04-07 07:41:35,521][INFO] --PGD sample 30 image
[2024-04-07 07:41:37,521][INFO] --FGSM sample 31 image
[2024-04-07 07:41:37,938][INFO] --PGD sample 31 image
[2024-04-07 07:41:39,947][INFO] --FGSM sample 32 image
[2024-04-07 07:41:40,379][INFO] --PGD sample 32 image
[2024-04-07 07:41:42,386][INFO] --FGSM sample 33 image
[2024-04-07 07:41:42,806][INFO] --PGD sample 33 image
[2024-04-07 07:41:44,814][INFO] --FGSM sample 34 image
[2024-04-07 07:41:45,240][INFO] --PGD sample 34 image
[2024-04-07 07:41:47,255][INFO] --FGSM sample 35 image
[2024-04-07 07:41:47,685][INFO] --PGD sample 35 image
[2024-04-07 07:41:49,686][INFO] --FGSM sample 36 image
[2024-04-07 07:41:50,105][INFO] --PGD sample 36 image
[2024-04-07 07:41:52,106][INFO] --FGSM sample 37 image
[2024-04-07 07:41:52,533][INFO] --PGD sample 37 image
[2024-04-07 07:41:54,550][INFO] --FGSM sample 38 image
[2024-04-07 07:41:54,960][INFO] --PGD sample 38 image
[2024-04-07 07:41:56,978][INFO] --FGSM sample 39 image
[2024-04-07 07:41:57,405][INFO] --PGD sample 39 image
[2024-04-07 07:41:59,421][INFO] --FGSM sample 40 image
[2024-04-07 07:41:59,840][INFO] --PGD sample 40 image
[2024-04-07 07:42:01,854][INFO] --FGSM sample 41 image
[2024-04-07 07:42:02,276][INFO] --PGD sample 41 image
[2024-04-07 07:42:04,289][INFO] --FGSM sample 42 image
[2024-04-07 07:42:04,708][INFO] --PGD sample 42 image
[2024-04-07 07:42:06,719][INFO] --FGSM sample 43 image
[2024-04-07 07:42:07,144][INFO] --PGD sample 43 image
[2024-04-07 07:42:09,156][INFO] --FGSM sample 44 image
[2024-04-07 07:42:09,583][INFO] --PGD sample 44 image
[2024-04-07 07:42:11,595][INFO] --FGSM sample 45 image
[2024-04-07 07:42:12,009][INFO] --PGD sample 45 image
[2024-04-07 07:42:14,216][INFO] --FGSM sample 46 image
[2024-04-07 07:42:14,726][INFO] --PGD sample 46 image
[2024-04-07 07:42:17,222][INFO] --FGSM sample 47 image
[2024-04-07 07:42:17,732][INFO] --PGD sample 47 image
[2024-04-07 07:42:20,231][INFO] --FGSM sample 48 image
[2024-04-07 07:42:20,740][INFO] --PGD sample 48 image
[2024-04-07 07:42:23,227][INFO] --FGSM sample 49 image
[2024-04-07 07:42:26,222][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:42:26,222][INFO] --PGD sample 49 image
[2024-04-07 07:42:28,657][INFO] --FGSM sample 50 image
[2024-04-07 07:42:29,184][INFO] --PGD sample 50 image
[2024-04-07 07:42:31,660][INFO] --FGSM sample 51 image
[2024-04-07 07:42:32,188][INFO] --PGD sample 51 image
[2024-04-07 07:42:34,635][INFO] --FGSM sample 52 image
[2024-04-07 07:42:35,170][INFO] --PGD sample 52 image
[2024-04-07 07:42:37,623][INFO] --FGSM sample 53 image
[2024-04-07 07:42:38,144][INFO] --PGD sample 53 image
[2024-04-07 07:42:40,585][INFO] --FGSM sample 54 image
[2024-04-07 07:42:41,109][INFO] --PGD sample 54 image
[2024-04-07 07:42:43,534][INFO] --FGSM sample 55 image
[2024-04-07 07:42:44,067][INFO] --PGD sample 55 image
[2024-04-07 07:42:46,505][INFO] --FGSM sample 56 image
[2024-04-07 07:42:47,032][INFO] --PGD sample 56 image
[2024-04-07 07:42:49,448][INFO] --FGSM sample 57 image
[2024-04-07 07:42:49,955][INFO] --PGD sample 57 image
[2024-04-07 07:42:52,454][INFO] --FGSM sample 58 image
[2024-04-07 07:42:52,981][INFO] --PGD sample 58 image
[2024-04-07 07:42:55,508][INFO] --FGSM sample 59 image
[2024-04-07 07:42:56,044][INFO] --PGD sample 59 image
[2024-04-07 07:42:58,556][INFO] --FGSM sample 60 image
[2024-04-07 07:42:59,086][INFO] --PGD sample 60 image
[2024-04-07 07:43:01,602][INFO] --FGSM sample 61 image
[2024-04-07 07:43:03,149][INFO] --PGD sample 61 image
[2024-04-07 07:43:05,655][INFO] --FGSM sample 62 image
[2024-04-07 07:43:06,179][INFO] --PGD sample 62 image
[2024-04-07 07:43:08,698][INFO] --FGSM sample 63 image
[2024-04-07 07:43:09,222][INFO] --PGD sample 63 image
[2024-04-07 07:43:11,741][INFO] --FGSM sample 64 image
[2024-04-07 07:43:12,264][INFO] --PGD sample 64 image
[2024-04-07 07:43:14,773][INFO] --FGSM sample 65 image
[2024-04-07 07:43:15,303][INFO] --PGD sample 65 image
[2024-04-07 07:43:17,802][INFO] --FGSM sample 66 image
[2024-04-07 07:43:18,332][INFO] --PGD sample 66 image
[2024-04-07 07:43:20,829][INFO] --FGSM sample 67 image
[2024-04-07 07:43:21,357][INFO] --PGD sample 67 image
[2024-04-07 07:43:23,872][INFO] --FGSM sample 68 image
[2024-04-07 07:43:24,403][INFO] --PGD sample 68 image
[2024-04-07 07:43:26,916][INFO] --FGSM sample 69 image
[2024-04-07 07:43:27,446][INFO] --PGD sample 69 image
[2024-04-07 07:43:29,960][INFO] --FGSM sample 70 image
[2024-04-07 07:43:30,463][INFO] --PGD sample 70 image
[2024-04-07 07:43:32,960][INFO] --FGSM sample 71 image
[2024-04-07 07:43:33,477][INFO] --PGD sample 71 image
[2024-04-07 07:43:35,953][INFO] --FGSM sample 72 image
[2024-04-07 07:43:36,464][INFO] --PGD sample 72 image
[2024-04-07 07:43:38,952][INFO] --FGSM sample 73 image
[2024-04-07 07:43:39,468][INFO] --PGD sample 73 image
[2024-04-07 07:43:41,935][INFO] --FGSM sample 74 image
[2024-04-07 07:43:42,447][INFO] --PGD sample 74 image
[2024-04-07 07:43:44,946][INFO] --FGSM sample 75 image
[2024-04-07 07:43:45,461][INFO] --PGD sample 75 image
[2024-04-07 07:43:47,937][INFO] --FGSM sample 76 image
[2024-04-07 07:43:48,439][INFO] --PGD sample 76 image
[2024-04-07 07:43:50,916][INFO] --FGSM sample 77 image
[2024-04-07 07:43:51,426][INFO] --PGD sample 77 image
[2024-04-07 07:43:53,900][INFO] --FGSM sample 78 image
[2024-04-07 07:43:54,408][INFO] --PGD sample 78 image
[2024-04-07 07:43:56,889][INFO] --FGSM sample 79 image
[2024-04-07 07:43:57,411][INFO] --PGD sample 79 image
[2024-04-07 07:43:59,888][INFO] --FGSM sample 80 image
[2024-04-07 07:44:00,407][INFO] --PGD sample 80 image
[2024-04-07 07:44:02,840][INFO] --FGSM sample 81 image
[2024-04-07 07:44:03,374][INFO] --PGD sample 81 image
[2024-04-07 07:44:05,819][INFO] --FGSM sample 82 image
[2024-04-07 07:44:06,337][INFO] --PGD sample 82 image
[2024-04-07 07:44:08,833][INFO] --FGSM sample 83 image
[2024-04-07 07:44:09,364][INFO] --PGD sample 83 image
[2024-04-07 07:44:11,901][INFO] --FGSM sample 84 image
[2024-04-07 07:44:12,425][INFO] --PGD sample 84 image
[2024-04-07 07:44:14,946][INFO] --FGSM sample 85 image
[2024-04-07 07:44:15,479][INFO] --PGD sample 85 image
[2024-04-07 07:44:18,015][INFO] --FGSM sample 86 image
[2024-04-07 07:44:18,542][INFO] --PGD sample 86 image
[2024-04-07 07:44:21,087][INFO] --FGSM sample 87 image
[2024-04-07 07:44:21,608][INFO] --PGD sample 87 image
[2024-04-07 07:44:24,133][INFO] --FGSM sample 88 image
[2024-04-07 07:44:24,647][INFO] --PGD sample 88 image
[2024-04-07 07:44:27,067][INFO] --FGSM sample 89 image
[2024-04-07 07:44:27,573][INFO] --PGD sample 89 image
[2024-04-07 07:44:29,983][INFO] --FGSM sample 90 image
[2024-04-07 07:44:30,498][INFO] --PGD sample 90 image
[2024-04-07 07:44:32,915][INFO] --FGSM sample 91 image
[2024-04-07 07:44:33,425][INFO] --PGD sample 91 image
[2024-04-07 07:44:35,850][INFO] --FGSM sample 92 image
[2024-04-07 07:44:36,359][INFO] --PGD sample 92 image
[2024-04-07 07:44:38,794][INFO] --FGSM sample 93 image
[2024-04-07 07:44:39,300][INFO] --PGD sample 93 image
[2024-04-07 07:44:41,721][INFO] --FGSM sample 94 image
[2024-04-07 07:44:42,228][INFO] --PGD sample 94 image
[2024-04-07 07:44:44,653][INFO] --FGSM sample 95 image
[2024-04-07 07:44:45,164][INFO] --PGD sample 95 image
[2024-04-07 07:44:47,596][INFO] --FGSM sample 96 image
[2024-04-07 07:44:48,110][INFO] --PGD sample 96 image
[2024-04-07 07:44:50,517][INFO] --FGSM sample 97 image
[2024-04-07 07:44:51,024][INFO] --PGD sample 97 image
[2024-04-07 07:44:53,449][INFO] --FGSM sample 98 image
[2024-04-07 07:44:53,957][INFO] --PGD sample 98 image
[2024-04-07 07:44:56,384][INFO] --FGSM sample 99 image
[2024-04-07 07:44:56,892][INFO] --PGD sample 99 image
[2024-04-07 07:44:59,321][INFO] --FGSM sample 100 image
[2024-04-07 07:44:59,828][INFO] --PGD sample 100 image
[2024-04-07 07:45:04,267][INFO] --get the 6 part of the feature_lb and feature_ub
[2024-04-07 07:45:04,267][INFO] --sample the 7 part of the originalset
[2024-04-07 07:45:04,268][INFO] --FGSM sample 1 image
[2024-04-07 07:45:04,777][INFO] --PGD sample 1 image
[2024-04-07 07:45:07,171][INFO] --FGSM sample 2 image
[2024-04-07 07:45:07,678][INFO] --PGD sample 2 image
[2024-04-07 07:45:10,069][INFO] --FGSM sample 3 image
[2024-04-07 07:45:10,583][INFO] --PGD sample 3 image
[2024-04-07 07:45:12,988][INFO] --FGSM sample 4 image
[2024-04-07 07:45:13,493][INFO] --PGD sample 4 image
[2024-04-07 07:45:15,886][INFO] --FGSM sample 5 image
[2024-04-07 07:45:16,387][INFO] --PGD sample 5 image
[2024-04-07 07:45:18,786][INFO] --FGSM sample 6 image
[2024-04-07 07:45:19,292][INFO] --PGD sample 6 image
[2024-04-07 07:45:21,688][INFO] --FGSM sample 7 image
[2024-04-07 07:45:22,186][INFO] --PGD sample 7 image
[2024-04-07 07:45:24,591][INFO] --FGSM sample 8 image
[2024-04-07 07:45:25,092][INFO] --PGD sample 8 image
[2024-04-07 07:45:27,477][INFO] --FGSM sample 9 image
[2024-04-07 07:45:27,984][INFO] --PGD sample 9 image
[2024-04-07 07:45:30,394][INFO] --FGSM sample 10 image
[2024-04-07 07:45:30,925][INFO] --PGD sample 10 image
[2024-04-07 07:45:33,325][INFO] --FGSM sample 11 image
[2024-04-07 07:45:33,830][INFO] --PGD sample 11 image
[2024-04-07 07:45:36,233][INFO] --FGSM sample 12 image
[2024-04-07 07:45:36,742][INFO] --PGD sample 12 image
[2024-04-07 07:45:39,160][INFO] --FGSM sample 13 image
[2024-04-07 07:45:39,663][INFO] --PGD sample 13 image
[2024-04-07 07:45:42,071][INFO] --FGSM sample 14 image
[2024-04-07 07:45:42,577][INFO] --PGD sample 14 image
[2024-04-07 07:45:44,981][INFO] --FGSM sample 15 image
[2024-04-07 07:45:45,486][INFO] --PGD sample 15 image
[2024-04-07 07:45:47,880][INFO] --FGSM sample 16 image
[2024-04-07 07:45:48,380][INFO] --PGD sample 16 image
[2024-04-07 07:45:50,788][INFO] --FGSM sample 17 image
[2024-04-07 07:45:53,227][INFO] --PGD sample 17 image
[2024-04-07 07:45:55,639][INFO] --FGSM sample 18 image
[2024-04-07 07:45:56,146][INFO] --PGD sample 18 image
[2024-04-07 07:45:58,558][INFO] --FGSM sample 19 image
[2024-04-07 07:45:59,068][INFO] --PGD sample 19 image
[2024-04-07 07:46:01,476][INFO] --FGSM sample 20 image
[2024-04-07 07:46:01,981][INFO] --PGD sample 20 image
[2024-04-07 07:46:04,379][INFO] --FGSM sample 21 image
[2024-04-07 07:46:04,882][INFO] --PGD sample 21 image
[2024-04-07 07:46:07,276][INFO] --FGSM sample 22 image
[2024-04-07 07:46:07,794][INFO] --PGD sample 22 image
[2024-04-07 07:46:10,196][INFO] --FGSM sample 23 image
[2024-04-07 07:46:10,706][INFO] --PGD sample 23 image
[2024-04-07 07:46:13,118][INFO] --FGSM sample 24 image
[2024-04-07 07:46:13,620][INFO] --PGD sample 24 image
[2024-04-07 07:46:16,041][INFO] --FGSM sample 25 image
[2024-04-07 07:46:16,547][INFO] --PGD sample 25 image
[2024-04-07 07:46:18,962][INFO] --FGSM sample 26 image
[2024-04-07 07:46:19,471][INFO] --PGD sample 26 image
[2024-04-07 07:46:21,880][INFO] --FGSM sample 27 image
[2024-04-07 07:46:22,383][INFO] --PGD sample 27 image
[2024-04-07 07:46:24,793][INFO] --FGSM sample 28 image
[2024-04-07 07:46:27,722][INFO] --PGD sample 28 image
[2024-04-07 07:46:30,128][INFO] --FGSM sample 29 image
[2024-04-07 07:46:30,635][INFO] --PGD sample 29 image
[2024-04-07 07:46:33,083][INFO] --FGSM sample 30 image
[2024-04-07 07:46:33,607][INFO] --PGD sample 30 image
[2024-04-07 07:46:36,114][INFO] --FGSM sample 31 image
[2024-04-07 07:46:36,634][INFO] --PGD sample 31 image
[2024-04-07 07:46:38,691][INFO] --FGSM sample 32 image
[2024-04-07 07:46:39,114][INFO] --PGD sample 32 image
[2024-04-07 07:46:41,127][INFO] --FGSM sample 33 image
[2024-04-07 07:46:41,545][INFO] --PGD sample 33 image
[2024-04-07 07:46:43,553][INFO] --FGSM sample 34 image
[2024-04-07 07:46:43,973][INFO] --PGD sample 34 image
[2024-04-07 07:46:45,978][INFO] --FGSM sample 35 image
[2024-04-07 07:46:46,400][INFO] --PGD sample 35 image
[2024-04-07 07:46:48,410][INFO] --FGSM sample 36 image
[2024-04-07 07:46:48,839][INFO] --PGD sample 36 image
[2024-04-07 07:46:50,863][INFO] --FGSM sample 37 image
[2024-04-07 07:46:51,290][INFO] --PGD sample 37 image
[2024-04-07 07:46:53,302][INFO] --FGSM sample 38 image
[2024-04-07 07:46:53,723][INFO] --PGD sample 38 image
[2024-04-07 07:46:55,741][INFO] --FGSM sample 39 image
[2024-04-07 07:46:56,163][INFO] --PGD sample 39 image
[2024-04-07 07:46:58,171][INFO] --FGSM sample 40 image
[2024-04-07 07:46:58,599][INFO] --PGD sample 40 image
[2024-04-07 07:47:00,609][INFO] --FGSM sample 41 image
[2024-04-07 07:47:01,031][INFO] --PGD sample 41 image
[2024-04-07 07:47:03,047][INFO] --FGSM sample 42 image
[2024-04-07 07:47:03,471][INFO] --PGD sample 42 image
[2024-04-07 07:47:05,486][INFO] --FGSM sample 43 image
[2024-04-07 07:47:05,905][INFO] --PGD sample 43 image
[2024-04-07 07:47:07,913][INFO] --FGSM sample 44 image
[2024-04-07 07:47:08,334][INFO] --PGD sample 44 image
[2024-04-07 07:47:10,344][INFO] --FGSM sample 45 image
[2024-04-07 07:47:10,769][INFO] --PGD sample 45 image
[2024-04-07 07:47:12,791][INFO] --FGSM sample 46 image
[2024-04-07 07:47:13,216][INFO] --PGD sample 46 image
[2024-04-07 07:47:15,221][INFO] --FGSM sample 47 image
[2024-04-07 07:47:15,645][INFO] --PGD sample 47 image
[2024-04-07 07:47:17,658][INFO] --FGSM sample 48 image
[2024-04-07 07:47:18,081][INFO] --PGD sample 48 image
[2024-04-07 07:47:20,097][INFO] --FGSM sample 49 image
[2024-04-07 07:47:20,515][INFO] --PGD sample 49 image
[2024-04-07 07:47:22,536][INFO] --FGSM sample 50 image
[2024-04-07 07:47:22,964][INFO] --PGD sample 50 image
[2024-04-07 07:47:24,973][INFO] --FGSM sample 51 image
[2024-04-07 07:47:25,392][INFO] --PGD sample 51 image
[2024-04-07 07:47:27,409][INFO] --FGSM sample 52 image
[2024-04-07 07:47:27,832][INFO] --PGD sample 52 image
[2024-04-07 07:47:29,838][INFO] --FGSM sample 53 image
[2024-04-07 07:47:30,265][INFO] --PGD sample 53 image
[2024-04-07 07:47:32,282][INFO] --FGSM sample 54 image
[2024-04-07 07:47:32,704][INFO] --PGD sample 54 image
[2024-04-07 07:47:34,722][INFO] --FGSM sample 55 image
[2024-04-07 07:47:35,141][INFO] --PGD sample 55 image
[2024-04-07 07:47:37,159][INFO] --FGSM sample 56 image
[2024-04-07 07:47:37,583][INFO] --PGD sample 56 image
[2024-04-07 07:47:39,599][INFO] --FGSM sample 57 image
[2024-04-07 07:47:40,030][INFO] --PGD sample 57 image
[2024-04-07 07:47:42,038][INFO] --FGSM sample 58 image
[2024-04-07 07:47:42,459][INFO] --PGD sample 58 image
[2024-04-07 07:47:44,464][INFO] --FGSM sample 59 image
[2024-04-07 07:47:44,888][INFO] --PGD sample 59 image
[2024-04-07 07:47:46,912][INFO] --FGSM sample 60 image
[2024-04-07 07:47:47,348][INFO] --PGD sample 60 image
[2024-04-07 07:47:49,368][INFO] --FGSM sample 61 image
[2024-04-07 07:47:49,791][INFO] --PGD sample 61 image
[2024-04-07 07:47:51,802][INFO] --FGSM sample 62 image
[2024-04-07 07:47:52,230][INFO] --PGD sample 62 image
[2024-04-07 07:47:54,247][INFO] --FGSM sample 63 image
[2024-04-07 07:47:54,688][INFO] --PGD sample 63 image
[2024-04-07 07:47:56,717][INFO] --FGSM sample 64 image
[2024-04-07 07:47:57,141][INFO] --PGD sample 64 image
[2024-04-07 07:47:59,162][INFO] --FGSM sample 65 image
[2024-04-07 07:47:59,582][INFO] --PGD sample 65 image
[2024-04-07 07:48:01,617][INFO] --FGSM sample 66 image
[2024-04-07 07:48:02,042][INFO] --PGD sample 66 image
[2024-04-07 07:48:04,073][INFO] --FGSM sample 67 image
[2024-04-07 07:48:04,480][INFO] --PGD sample 67 image
[2024-04-07 07:48:06,500][INFO] --FGSM sample 68 image
[2024-04-07 07:48:06,930][INFO] --PGD sample 68 image
[2024-04-07 07:48:08,955][INFO] --FGSM sample 69 image
[2024-04-07 07:48:09,376][INFO] --PGD sample 69 image
[2024-04-07 07:48:11,389][INFO] --FGSM sample 70 image
[2024-04-07 07:48:11,809][INFO] --PGD sample 70 image
[2024-04-07 07:48:13,828][INFO] --FGSM sample 71 image
[2024-04-07 07:48:15,083][INFO] --PGD sample 71 image
[2024-04-07 07:48:17,169][INFO] --FGSM sample 72 image
[2024-04-07 07:48:17,669][INFO] --PGD sample 72 image
[2024-04-07 07:48:20,075][INFO] --FGSM sample 73 image
[2024-04-07 07:48:22,952][INFO] --The attack_datas is empty, we use the repair data as the attack data
[2024-04-07 07:48:22,952][INFO] --PGD sample 73 image
[2024-04-07 07:48:25,353][INFO] --FGSM sample 74 image
[2024-04-07 07:48:25,857][INFO] --PGD sample 74 image
[2024-04-07 07:48:28,249][INFO] --FGSM sample 75 image
[2024-04-07 07:48:28,734][INFO] --PGD sample 75 image
[2024-04-07 07:48:31,138][INFO] --FGSM sample 76 image
[2024-04-07 07:48:31,631][INFO] --PGD sample 76 image
[2024-04-07 07:48:33,963][INFO] --FGSM sample 77 image
[2024-04-07 07:48:34,425][INFO] --PGD sample 77 image
[2024-04-07 07:48:36,587][INFO] --FGSM sample 78 image
[2024-04-07 07:48:37,045][INFO] --PGD sample 78 image
[2024-04-07 07:48:39,239][INFO] --FGSM sample 79 image
[2024-04-07 07:48:39,686][INFO] --PGD sample 79 image
[2024-04-07 07:48:41,873][INFO] --FGSM sample 80 image
[2024-04-07 07:48:42,371][INFO] --PGD sample 80 image
[2024-04-07 07:48:44,541][INFO] --FGSM sample 81 image
[2024-04-07 07:48:44,967][INFO] --PGD sample 81 image
[2024-04-07 07:48:47,174][INFO] --FGSM sample 82 image
[2024-04-07 07:48:48,907][INFO] --PGD sample 82 image
[2024-04-07 07:48:51,098][INFO] --FGSM sample 83 image
[2024-04-07 07:48:51,546][INFO] --PGD sample 83 image
[2024-04-07 07:48:53,737][INFO] --FGSM sample 84 image
[2024-04-07 07:48:54,204][INFO] --PGD sample 84 image
[2024-04-07 07:48:56,418][INFO] --FGSM sample 85 image
[2024-04-07 07:48:56,851][INFO] --PGD sample 85 image
[2024-04-07 07:48:59,044][INFO] --FGSM sample 86 image
[2024-04-07 07:48:59,504][INFO] --PGD sample 86 image
[2024-04-07 07:49:01,721][INFO] --FGSM sample 87 image
[2024-04-07 07:49:02,221][INFO] --PGD sample 87 image
[2024-04-07 07:49:04,644][INFO] --FGSM sample 88 image
[2024-04-07 07:49:05,152][INFO] --PGD sample 88 image
[2024-04-07 07:49:07,593][INFO] --FGSM sample 89 image
[2024-04-07 07:49:08,121][INFO] --PGD sample 89 image
[2024-04-07 07:49:10,540][INFO] --FGSM sample 90 image
[2024-04-07 07:49:11,047][INFO] --PGD sample 90 image
[2024-04-07 07:49:13,473][INFO] --FGSM sample 91 image
[2024-04-07 07:49:13,978][INFO] --PGD sample 91 image
[2024-04-07 07:49:16,357][INFO] --FGSM sample 92 image
[2024-04-07 07:49:16,857][INFO] --PGD sample 92 image
[2024-04-07 07:49:19,234][INFO] --FGSM sample 93 image
[2024-04-07 07:49:19,727][INFO] --PGD sample 93 image
[2024-04-07 07:49:22,061][INFO] --FGSM sample 94 image
[2024-04-07 07:49:22,531][INFO] --PGD sample 94 image
[2024-04-07 07:49:24,797][INFO] --FGSM sample 95 image
[2024-04-07 07:49:25,277][INFO] --PGD sample 95 image
[2024-04-07 07:49:27,676][INFO] --FGSM sample 96 image
[2024-04-07 07:49:28,177][INFO] --PGD sample 96 image
[2024-04-07 07:49:30,564][INFO] --FGSM sample 97 image
[2024-04-07 07:49:31,063][INFO] --PGD sample 97 image
[2024-04-07 07:49:33,448][INFO] --FGSM sample 98 image
[2024-04-07 07:49:33,961][INFO] --PGD sample 98 image
[2024-04-07 07:49:36,351][INFO] --FGSM sample 99 image
[2024-04-07 07:49:36,856][INFO] --PGD sample 99 image
[2024-04-07 07:49:39,231][INFO] --FGSM sample 100 image
[2024-04-07 07:49:39,730][INFO] --PGD sample 100 image
[2024-04-07 07:49:44,149][INFO] --get the 7 part of the feature_lb and feature_ub
[2024-04-07 07:49:44,150][INFO] --sample the 8 part of the originalset
[2024-04-07 07:49:44,150][INFO] --FGSM sample 1 image
[2024-04-07 07:49:44,643][INFO] --PGD sample 1 image
[2024-04-07 07:49:47,046][INFO] --FGSM sample 2 image
[2024-04-07 07:49:47,548][INFO] --PGD sample 2 image
[2024-04-07 07:49:49,926][INFO] --FGSM sample 3 image
[2024-04-07 07:49:50,430][INFO] --PGD sample 3 image
[2024-04-07 07:49:52,826][INFO] --FGSM sample 4 image
[2024-04-07 07:49:53,326][INFO] --PGD sample 4 image
[2024-04-07 07:49:55,728][INFO] --FGSM sample 5 image
[2024-04-07 07:49:57,596][INFO] --PGD sample 5 image
[2024-04-07 07:49:59,881][INFO] --FGSM sample 6 image
[2024-04-07 07:50:00,335][INFO] --PGD sample 6 image
[2024-04-07 07:50:02,783][INFO] --FGSM sample 7 image
[2024-04-07 07:50:03,295][INFO] --PGD sample 7 image
[2024-04-07 07:50:05,766][INFO] --FGSM sample 8 image
[2024-04-07 07:50:06,314][INFO] --PGD sample 8 image
[2024-04-07 07:50:08,922][INFO] --FGSM sample 9 image
[2024-04-07 07:50:09,459][INFO] --PGD sample 9 image
[2024-04-07 07:50:12,041][INFO] --FGSM sample 10 image
[2024-04-07 07:50:12,584][INFO] --PGD sample 10 image
[2024-04-07 07:50:15,177][INFO] --FGSM sample 11 image
[2024-04-07 07:50:15,716][INFO] --PGD sample 11 image
[2024-04-07 07:50:18,312][INFO] --FGSM sample 12 image
[2024-04-07 07:50:18,851][INFO] --PGD sample 12 image
[2024-04-07 07:50:21,444][INFO] --FGSM sample 13 image
[2024-04-07 07:50:21,986][INFO] --PGD sample 13 image
[2024-04-07 07:50:24,581][INFO] --FGSM sample 14 image
[2024-04-07 07:50:25,128][INFO] --PGD sample 14 image
[2024-04-07 07:50:27,726][INFO] --FGSM sample 15 image
[2024-04-07 07:50:28,275][INFO] --PGD sample 15 image
[2024-04-07 07:50:30,868][INFO] --FGSM sample 16 image
[2024-04-07 07:50:31,414][INFO] --PGD sample 16 image
[2024-04-07 07:50:34,025][INFO] --FGSM sample 17 image
[2024-04-07 07:50:34,574][INFO] --PGD sample 17 image
[2024-04-07 07:50:37,193][INFO] --FGSM sample 18 image
[2024-04-07 07:50:37,722][INFO] --PGD sample 18 image
[2024-04-07 07:50:40,333][INFO] --FGSM sample 19 image
[2024-04-07 07:50:40,878][INFO] --PGD sample 19 image
[2024-04-07 07:50:43,469][INFO] --FGSM sample 20 image
[2024-04-07 07:50:44,029][INFO] --PGD sample 20 image
[2024-04-07 07:50:46,265][INFO] --FGSM sample 21 image
[2024-04-07 07:50:46,689][INFO] --PGD sample 21 image
[2024-04-07 07:50:48,725][INFO] --FGSM sample 22 image
[2024-04-07 07:50:49,159][INFO] --PGD sample 22 image
